"coefficient","estimate","std_error","z_value","p_value","min_time","max_time"
"score_diff",0.0798148980595633,0.00404561397854471,19.7287478446657,1.22158733944755e-86,2300,2400
"favored_by",0.159973747218575,0.00106953915611894,149.572595171808,0,2300,2400
"score_diff",0.0828745231772669,0.00366520829517545,22.6111359854651,3.36759852330582e-113,2290,2390
"favored_by",0.159819796407563,0.00107698195188764,148.395983913607,0,2290,2390
"score_diff",0.0854576527238514,0.00336208723684482,25.4180354951319,1.59364970135016e-142,2280,2380
"favored_by",0.159763676447811,0.00106985193925556,149.332510963134,0,2280,2380
"score_diff",0.0851217966738875,0.00311965895443929,27.2856097147282,6.28532156785253e-164,2270,2370
"favored_by",0.16002178294588,0.00106522476499928,150.223491045093,0,2270,2370
"score_diff",0.0884948984323336,0.00292378843695447,30.2672030964434,3.09834271842752e-201,2260,2360
"favored_by",0.160410007577047,0.00105780758446254,151.643843297408,0,2260,2360
"score_diff",0.0879584568006511,0.00275159075060816,31.966402264294,3.19686601968807e-224,2250,2350
"favored_by",0.159643870988486,0.00104995946795421,152.047651229378,0,2250,2350
"score_diff",0.0876536325551636,0.00259970056868818,33.7168186255365,3.27754015953412e-249,2240,2340
"favored_by",0.158884332985995,0.00104280976826973,152.36176129192,0,2240,2340
"score_diff",0.088547473669695,0.00247463047044403,35.7820994800111,2.09695401171952e-280,2230,2330
"favored_by",0.158769363961802,0.00103989501434604,152.678262489457,0,2230,2330
"score_diff",0.0885772449980694,0.00236342053007489,37.478410579459,2.07036868069915e-307,2220,2320
"favored_by",0.158615561198145,0.00103743102394308,152.892633377472,0,2220,2320
"score_diff",0.0907887301406663,0.00226970533080247,40.0002277425886,0,2210,2310
"favored_by",0.15880680847286,0.00103697407331292,153.144434909066,0,2210,2310
"score_diff",0.0928384260750867,0.00219253578647033,42.3429467596255,0,2200,2300
"favored_by",0.159066028883967,0.00103799907678738,153.242938689578,0,2200,2300
"score_diff",0.0933445453579987,0.00211418248100279,44.1516028993506,0,2190,2290
"favored_by",0.15920297493849,0.00103773501330957,153.413899402658,0,2190,2290
"score_diff",0.094416952179487,0.00205077453459858,46.0396550603591,0,2180,2280
"favored_by",0.158548013146081,0.00103584765585067,153.061130418716,0,2180,2280
"score_diff",0.094930154420994,0.00198749173018695,47.7637984496491,0,2170,2270
"favored_by",0.158154159379338,0.001032357011381,153.197157219646,0,2170,2270
"score_diff",0.095306183198082,0.00193355470243947,49.2906578116663,0,2160,2260
"favored_by",0.157188697715658,0.00103007029571275,152.599971448447,0,2160,2260
"score_diff",0.0963014583436911,0.00186810729815293,51.5502821700381,0,2150,2250
"favored_by",0.156894785439838,0.00102054667694453,153.73602107997,0,2150,2250
"score_diff",0.0961510214618305,0.00182394163212253,52.7160627119077,0,2140,2240
"favored_by",0.157901441794097,0.00102223543061717,154.466805849965,0,2140,2240
"score_diff",0.0986787979245184,0.0017799735157599,55.4383517792908,0,2130,2230
"favored_by",0.15688650761237,0.00101572008740362,154.458407939339,0,2130,2230
"score_diff",0.0997235103990379,0.00174386409576888,57.1853681952602,0,2120,2220
"favored_by",0.156190165991046,0.0010132435348069,154.148692417576,0,2120,2220
"score_diff",0.0998794075090999,0.00171426526997805,58.2636825573551,0,2110,2210
"favored_by",0.156753879454886,0.00101518330128183,154.409434490263,0,2110,2210
"score_diff",0.0995080329331541,0.00168625041673007,59.0114208102717,0,2100,2200
"favored_by",0.156600312467037,0.00101665533745628,154.034810714572,0,2100,2200
"score_diff",0.100696740167696,0.00166444174994809,60.4988069848866,0,2090,2190
"favored_by",0.155837072379799,0.00101612023244163,153.364796216427,0,2090,2190
"score_diff",0.0999451969450368,0.00163528066757115,61.1180691651443,0,2080,2180
"favored_by",0.15507997509363,0.00101542574292964,152.724092503509,0,2080,2180
"score_diff",0.101517050481548,0.00162045070552277,62.6474166326445,0,2070,2170
"favored_by",0.155805183131641,0.00102319048125284,152.273878604565,0,2070,2170
"score_diff",0.102189390381856,0.00159497669172209,64.0695195812064,0,2060,2160
"favored_by",0.155461382510489,0.00102132179112178,152.2158675766,0,2060,2160
"score_diff",0.102671311171338,0.00158335836656879,64.8440134205573,0,2050,2150
"favored_by",0.155760012857724,0.00103317005018132,150.759318691428,0,2050,2150
"score_diff",0.103368988727449,0.00156494602426836,66.0527501424695,0,2040,2140
"favored_by",0.155103516663072,0.00103671195470171,149.611004252092,0,2040,2140
"score_diff",0.102573330219955,0.00154783149286793,66.2690549278721,0,2030,2130
"favored_by",0.155662460363588,0.00104536279581386,148.90759551319,0,2030,2130
"score_diff",0.103211840459811,0.00153328232552513,67.3143091403356,0,2020,2120
"favored_by",0.156084779602187,0.00105123766359888,148.477156980692,0,2020,2120
"score_diff",0.103804927021542,0.00151432689523942,68.5485593288165,0,2010,2110
"favored_by",0.155775223188505,0.00105405498569933,147.786619580527,0,2010,2110
"score_diff",0.103419260894829,0.00149331073530762,69.2550173581419,0,2000,2100
"favored_by",0.155610936967681,0.00105465997864123,147.546071832707,0,2000,2100
"score_diff",0.103401631731957,0.00146852665988023,70.4118178830955,0,1990,2090
"favored_by",0.155208438877572,0.00105402790144669,147.252685307992,0,1990,2090
"score_diff",0.104149607207429,0.00145163523488961,71.7464034381539,0,1980,2080
"favored_by",0.15502234434573,0.00105209736583243,147.346005588632,0,1980,2080
"score_diff",0.103974202182703,0.00143278640942461,72.5678311147978,0,1970,2070
"favored_by",0.154504417013937,0.00104954411474035,147.210979361416,0,1970,2070
"score_diff",0.103507163188662,0.00141791260671199,72.9996776237756,0,1960,2060
"favored_by",0.154769759084009,0.0010528590681613,146.999502368628,0,1960,2060
"score_diff",0.103796593539143,0.00139898352567877,74.1942929519363,0,1950,2050
"favored_by",0.153546234912128,0.00104769522446315,146.556203871986,0,1950,2050
"score_diff",0.104604390716069,0.00138853827383142,75.3341788897412,0,1940,2040
"favored_by",0.153691131197996,0.00105024103897194,146.338912206708,0,1940,2040
"score_diff",0.106069488299245,0.00137487248214824,77.148600816791,0,1930,2030
"favored_by",0.152397170897415,0.00104528502567626,145.794847485566,0,1930,2030
"score_diff",0.105881605622722,0.00136207480576142,77.7355290435256,0,1920,2020
"favored_by",0.152692195851664,0.00104608094519862,145.965947045018,0,1920,2020
"score_diff",0.106731622057526,0.00133848609118247,79.7405537200876,0,1910,2010
"favored_by",0.152074407268733,0.00103555135031028,146.853564744199,0,1910,2010
"score_diff",0.106964888312998,0.00132094850539424,80.9758199325676,0,1900,2000
"favored_by",0.152195366616685,0.00103269958133934,147.376225735754,0,1900,2000
"score_diff",0.10827668012121,0.00131267129162479,82.485753144786,0,1890,1990
"favored_by",0.152249716867661,0.00103136892990582,147.619064772064,0,1890,1990
"score_diff",0.10861778105208,0.00130514815948066,83.2225676932344,0,1880,1980
"favored_by",0.152840725879998,0.00103482597378023,147.697032885316,0,1880,1980
"score_diff",0.109400053136797,0.00129654029616586,84.3784442799933,0,1870,1970
"favored_by",0.152199681850542,0.00103262822290862,147.390588862503,0,1870,1970
"score_diff",0.110828061895056,0.00128977843398259,85.9279849740086,0,1860,1960
"favored_by",0.151693241934438,0.00103140670346553,147.074128396439,0,1860,1960
"score_diff",0.111169277773823,0.00128461786863013,86.5387914091292,0,1850,1950
"favored_by",0.152247857634147,0.00103666819656323,146.862668439989,0,1850,1950
"score_diff",0.112081271086298,0.00127824643574376,87.683617143108,0,1840,1940
"favored_by",0.151235432850228,0.00103340211300676,146.347129492698,0,1840,1940
"score_diff",0.111686455340827,0.00127387649020446,87.6744772351525,0,1830,1930
"favored_by",0.151531971238788,0.00103809894996315,145.97064301449,0,1830,1930
"score_diff",0.111914211717328,0.00126970907504117,88.141617569914,0,1820,1920
"favored_by",0.15173561182951,0.00104119861675986,145.731668662508,0,1820,1920
"score_diff",0.1124857898593,0.00127567586638932,88.1774068342931,0,1810,1910
"favored_by",0.151212711542659,0.00104944405164221,144.088397381486,0,1810,1910
"score_diff",0.113454212720833,0.00127394306850237,89.0575218986893,0,1800,1900
"favored_by",0.150595842869512,0.00105414201327638,142.861057592653,0,1800,1900
"score_diff",0.112999219682254,0.00126658018495044,89.2160015014569,0,1790,1890
"favored_by",0.149859587977885,0.00105528857400957,142.008159349714,0,1790,1890
"score_diff",0.114524637871637,0.00126384552874546,90.6160090508203,0,1780,1880
"favored_by",0.149395427311952,0.00105811504724701,141.190154795215,0,1780,1880
"score_diff",0.114425675617279,0.00125400909160231,91.2478835947445,0,1770,1870
"favored_by",0.148350959032374,0.00105553076917097,140.546314105928,0,1770,1870
"score_diff",0.114453032138125,0.00124735961462926,91.756243184242,0,1760,1860
"favored_by",0.148505815390748,0.00105924381026379,140.199842521398,0,1760,1860
"score_diff",0.115889997585079,0.00124503759779892,93.0815244374616,0,1750,1850
"favored_by",0.148879100871752,0.00106254455648718,140.115630881356,0,1750,1850
"score_diff",0.115510021377781,0.00123664954814308,93.4056229197897,0,1740,1840
"favored_by",0.148576130775369,0.00106305070423784,139.763917358854,0,1740,1840
"score_diff",0.116459209744356,0.00123047015997,94.6461064502327,0,1730,1830
"favored_by",0.14804360014666,0.00106168274479484,139.442409582787,0,1730,1830
"score_diff",0.117320681069162,0.00122268910615352,95.9529944928053,0,1720,1820
"favored_by",0.146968967046681,0.00105883195197759,138.802920304951,0,1720,1820
"score_diff",0.118077072182449,0.00121504013632433,97.1795652279019,0,1710,1810
"favored_by",0.147016932766252,0.00105775637544174,138.989408317065,0,1710,1810
"score_diff",0.118657190566006,0.00120892684886978,98.1508440125533,0,1700,1800
"favored_by",0.146533141543023,0.00105496558095681,138.898504546588,0,1700,1800
"score_diff",0.119538765315154,0.00120499285141353,99.2028833821938,0,1690,1790
"favored_by",0.145892970240968,0.00105537110698652,138.238548767502,0,1690,1790
"score_diff",0.119618602286884,0.00120048241817877,99.6421109343326,0,1680,1780
"favored_by",0.146282836302248,0.00105952033524729,138.065152159732,0,1680,1780
"score_diff",0.120807298576591,0.00119033389556706,101.490261704293,0,1670,1770
"favored_by",0.1472447263677,0.00105753714164934,139.233621750681,0,1670,1770
"score_diff",0.120958212885594,0.00117804411519006,102.677150478426,0,1660,1760
"favored_by",0.146963759011351,0.00104986352625519,139.983679150721,0,1660,1760
"score_diff",0.12083352156535,0.0011683127914494,103.425660019904,0,1650,1750
"favored_by",0.145835398348931,0.00104281682157819,139.847569900364,0,1650,1750
"score_diff",0.121608716782443,0.00116219286182577,104.637294529068,0,1640,1740
"favored_by",0.145367354326001,0.0010417005376612,139.548122584612,0,1640,1740
"score_diff",0.121325700875867,0.00115540767203584,105.006833356134,0,1630,1730
"favored_by",0.145329159576349,0.00104265294045352,139.384021219117,0,1630,1730
"score_diff",0.121555646011137,0.00115411616988669,105.323579361228,0,1620,1720
"favored_by",0.145716700357209,0.00104724687405636,139.142645318002,0,1620,1720
"score_diff",0.121645237423512,0.00115135379012897,105.654090398995,0,1610,1710
"favored_by",0.144711843410527,0.00104729424679423,138.176872310231,0,1610,1710
"score_diff",0.121827666665311,0.00115041774635023,105.898632954695,0,1600,1700
"favored_by",0.145116970738329,0.00105378440712389,137.710303699027,0,1600,1700
"score_diff",0.122024733288714,0.00114543588990637,106.531264092561,0,1590,1690
"favored_by",0.145202225028306,0.001056279019086,137.465785464479,0,1590,1690
"score_diff",0.121784547228287,0.00113943084806215,106.881911645107,0,1580,1680
"favored_by",0.144012923833064,0.00105323032279286,136.734502146865,0,1580,1680
"score_diff",0.123141953512841,0.00114736196689033,107.326159543697,0,1570,1670
"favored_by",0.143576636854627,0.001061959102547,135.199779831703,0,1570,1670
"score_diff",0.124315151728756,0.00115051686355633,108.051568531112,0,1560,1660
"favored_by",0.142412513443479,0.00106695917375658,133.475129083026,0,1560,1660
"score_diff",0.125456662223947,0.00115600792735674,108.525780191498,0,1550,1650
"favored_by",0.142093569715214,0.00107350271046525,132.364425660026,0,1550,1650
"score_diff",0.126466546326134,0.00115652606261418,109.350364349138,0,1540,1640
"favored_by",0.141805013151655,0.00107720242804074,131.641936056137,0,1540,1640
"score_diff",0.128267473055736,0.00115911868695851,110.65948163799,0,1530,1630
"favored_by",0.141654957451886,0.00108105261090184,131.034286419893,0,1530,1630
"score_diff",0.128522290391056,0.00115438989077942,111.333520344916,0,1520,1620
"favored_by",0.140884207212415,0.00107745488416152,130.756479258109,0,1520,1620
"score_diff",0.129814997368697,0.00115459166870686,112.433686200152,0,1510,1610
"favored_by",0.141003927324452,0.00107945252808805,130.62540839494,0,1510,1610
"score_diff",0.129962600491455,0.00114892430567134,113.116764829442,0,1500,1600
"favored_by",0.140650218560418,0.00107862391161946,130.397831019009,0,1500,1600
"score_diff",0.130938769821532,0.00114939894238745,113.919340790027,0,1490,1590
"favored_by",0.140497103333521,0.00107963737843779,130.133604244804,0,1490,1590
"score_diff",0.132026612841616,0.00115026879111981,114.778922857748,0,1480,1580
"favored_by",0.140647446659454,0.00108031176195613,130.191535085004,0,1480,1580
"score_diff",0.132225949400109,0.00114703308562267,115.276491199319,0,1470,1570
"favored_by",0.140732402124846,0.00108150337563843,130.126641575916,0,1470,1570
"score_diff",0.131904335932283,0.00114341231544409,115.360254696096,0,1460,1560
"favored_by",0.13996019287496,0.00107783034209898,129.853639676166,0,1460,1560
"score_diff",0.132302526297518,0.00114008019043896,116.046684616612,0,1450,1550
"favored_by",0.13974202550028,0.00107606714324588,129.86366731611,0,1450,1550
"score_diff",0.13260878483221,0.00113853437263745,116.473237891815,0,1440,1540
"favored_by",0.139514751217089,0.00107747212137558,129.48339771332,0,1440,1540
"score_diff",0.133517173857979,0.00112718744115596,118.451615927386,0,1430,1530
"favored_by",0.138542088038633,0.00106717767191163,129.821014518101,0,1430,1530
"score_diff",0.133255194985306,0.00111592260273767,119.412578128979,0,1420,1520
"favored_by",0.138238207350764,0.00106341650962741,129.994415263685,0,1420,1520
"score_diff",0.134106282947483,0.00111073951303543,120.736033402645,0,1410,1510
"favored_by",0.137367059719654,0.00105977436618589,129.619156777716,0,1410,1510
"score_diff",0.134824011828739,0.00110919336611774,121.55140478403,0,1400,1500
"favored_by",0.13715533728313,0.00105991698197736,129.401962243548,0,1400,1500
"score_diff",0.135594730788321,0.00111063425315076,122.087654332335,0,1390,1490
"favored_by",0.136603819938081,0.00106106305336204,128.742414982073,0,1390,1490
"score_diff",0.135825848123971,0.00110797582057571,122.589180739878,0,1380,1480
"favored_by",0.136741801228131,0.00106423354852189,128.488527182826,0,1380,1480
"score_diff",0.136528717566644,0.0011096036596365,123.042778726387,0,1370,1470
"favored_by",0.136204220002022,0.00106747700159522,127.594524096052,0,1370,1470
"score_diff",0.137340740636994,0.00111164883213727,123.546876195552,0,1360,1460
"favored_by",0.136355844724325,0.00107540592955332,126.794767424206,0,1360,1460
"score_diff",0.138877524101587,0.00111476134410529,124.580498629552,0,1350,1450
"favored_by",0.135559977988283,0.00107819971510717,125.728078099899,0,1350,1450
"score_diff",0.139504622817485,0.00111376063696474,125.255479667219,0,1340,1440
"favored_by",0.13504381942934,0.00108040248415857,124.993991970051,0,1340,1440
"score_diff",0.139774793747011,0.00112196634575263,124.580201782477,0,1330,1430
"favored_by",0.134899826304709,0.00109048387644432,123.706392381123,0,1330,1430
"score_diff",0.140871647363525,0.00113173469086038,124.474091411328,0,1320,1420
"favored_by",0.134449878664177,0.00109726786296278,122.531501379384,0,1320,1420
"score_diff",0.141487301430828,0.00113680906806682,124.460039425469,0,1310,1410
"favored_by",0.134983692351042,0.00110622592130584,122.021812860523,0,1310,1410
"score_diff",0.142068958725331,0.00113814420857054,124.825094795117,0,1300,1400
"favored_by",0.133403443915699,0.00110568782567825,120.651996718754,0,1300,1400
"score_diff",0.142656626693062,0.00113884828249818,125.263943306066,0,1290,1390
"favored_by",0.132670698509903,0.00110524916184428,120.036913928549,0,1290,1390
"score_diff",0.142781823952148,0.00113608719768661,125.678578407442,0,1280,1380
"favored_by",0.132295503969771,0.0011053796430737,119.683318576322,0,1280,1380
"score_diff",0.143685887580296,0.00113502638747935,126.592552530335,0,1270,1370
"favored_by",0.130906240226136,0.00110173206570912,118.81858057919,0,1270,1370
"score_diff",0.144560882495228,0.00113626848699225,127.224229264588,0,1260,1360
"favored_by",0.131660523516402,0.00110448575103408,119.205271225214,0,1260,1360
"score_diff",0.143948742670173,0.001126007712582,127.839926016218,0,1250,1350
"favored_by",0.130942731240743,0.00110027941180392,119.008617116684,0,1250,1350
"score_diff",0.143353657060684,0.0011195065366754,128.050754832036,0,1240,1340
"favored_by",0.131238085406147,0.00109755183419776,119.573473723065,0,1240,1340
"score_diff",0.143921028031573,0.00111857312691552,128.664836092065,0,1230,1330
"favored_by",0.130849692013962,0.00109795073446087,119.176287156648,0,1230,1330
"score_diff",0.144221786847956,0.00113084358358882,127.534690863485,0,1220,1320
"favored_by",0.130757342630294,0.001112967267118,117.485344352388,0,1220,1320
"score_diff",0.144033067390802,0.001155696767223,124.628770691205,0,1210,1310
"favored_by",0.130154858190239,0.0011346368368459,114.710587532173,0,1210,1310
"score_diff",0.14595601408406,0.00102515465630759,142.374629219132,0,1200,1300
"favored_by",0.129958335216203,0.00100654977964415,129.112675641485,0,1200,1300
"score_diff",0.146220785878873,0.00105571903185797,138.503504688684,0,1190,1290
"favored_by",0.130148071501325,0.00103946354629915,125.20696080656,0,1190,1290
"score_diff",0.146872920098224,0.00105622335564308,139.054793016578,0,1180,1280
"favored_by",0.129157287350213,0.00104017221006229,124.169138629918,0,1180,1280
"score_diff",0.147453005623457,0.00106532906205798,138.410760463635,0,1170,1270
"favored_by",0.129018118650407,0.00104964506050392,122.915948928934,0,1170,1270
"score_diff",0.147800750401683,0.00107077919440603,138.031025606236,0,1160,1260
"favored_by",0.12822379485781,0.00105559662909243,121.470447445492,0,1160,1260
"score_diff",0.148465065567016,0.00107849024893268,137.660090774064,0,1150,1250
"favored_by",0.128016628346838,0.00106425077362837,120.288029399676,0,1150,1250
"score_diff",0.150259144983177,0.00109112944457808,137.709733459975,0,1140,1240
"favored_by",0.127431166330991,0.00107394630896,118.656924715719,0,1140,1240
"score_diff",0.151020630325509,0.00109635582409954,137.747825118314,0,1130,1230
"favored_by",0.126861972168789,0.00107881242076535,117.594096737214,0,1130,1230
"score_diff",0.152499880395307,0.00109329354542329,139.486674035255,0,1120,1220
"favored_by",0.126652112672576,0.00107445952669573,117.875182383153,0,1120,1220
"score_diff",0.153149094088463,0.00107448708252669,142.532280358669,0,1110,1210
"favored_by",0.126470326262772,0.00105944606209277,119.374011370574,0,1110,1210
"score_diff",0.154225207163901,0.00111789831137507,137.959960753672,0,1100,1200
"favored_by",0.125245001723303,0.00110059803469899,113.797224576689,0,1100,1200
"score_diff",0.155315121782748,0.001187426749244,130.799749863841,0,1090,1190
"favored_by",0.124955966733452,0.00117206872219196,106.611467713057,0,1090,1190
"score_diff",0.156624254607264,0.00119351761224687,131.22911048829,0,1080,1180
"favored_by",0.125213535542553,0.00117764074188191,106.325750366328,0,1080,1180
"score_diff",0.156970367172243,0.00118523076320533,132.438654180501,0,1070,1170
"favored_by",0.124483721682506,0.0011696632549964,106.426974730337,0,1070,1170
"score_diff",0.158278179805408,0.00118103416959914,134.016596538548,0,1060,1160
"favored_by",0.123331196807226,0.00116139891292899,106.191934084208,0,1060,1160
"score_diff",0.159216409822564,0.00117958901391017,134.976172162527,0,1050,1150
"favored_by",0.122937958527327,0.00115763125945711,106.197856634401,0,1050,1150
"score_diff",0.159718640716119,0.00117515398668766,135.912946324855,0,1040,1140
"favored_by",0.122931755272143,0.00115441251205253,106.488585309572,0,1040,1140
"score_diff",0.159984188793953,0.00117341235868108,136.34097818245,0,1030,1130
"favored_by",0.12291159838836,0.00115368816200194,106.53797311665,0,1030,1130
"score_diff",0.159977628035445,0.00116876201664802,136.877846607522,0,1020,1120
"favored_by",0.122641340140588,0.00115091388741556,106.559962028077,0,1020,1120
"score_diff",0.161048176953482,0.00116949210850728,137.707792794806,0,1010,1110
"favored_by",0.121941331138088,0.00114917335144412,106.112216215986,0,1010,1110
"score_diff",0.16263047062635,0.00117395220049348,138.532446685637,0,1000,1100
